meta_type,voyage_phase,local,utc,user_delay,corrections_sent,app_version_used,platform,duration_since_last,position,voyage_number,port_departure,port_arrival,true_heading,reported_sog,reported_stw,distance_over_ground_since_last_report,distance_through_water_since_last_report,distance_to_go,slip_nominal,slip_apparent,propellers_1_avg_rpm,sog,stw,wind_speed,wind_direction,wave_height,swell_height,swell_direction,current_speed,current_direction,dry_bulb_temperature,wet_bulb_temperature,barometric_pressure,sea_water_temperature,sea_water_specific_gravity,speed_wind_true,height_wave,current,current_longitudinal,main_engines_1_operating_hours,main_engines_1_steamtime_hours,main_engines_1_avg_power,main_engines_1_cylinder_consumption,main_engines_1_circulating_consumption,main_engines_sulphur_content_avg,main_engines_total_mass_hfo,main_engines_total_mass_lfo,main_engines_total_mass_mgo,main_engines_total_operating_hours,aux_engines_1_operating_hours,aux_engines_1_avg_power,aux_engines_1_circulating_consumption,aux_engines_2_operating_hours,aux_engines_2_avg_power,aux_engines_2_circulating_consumption,aux_engines_3_operating_hours,aux_engines_3_avg_power,aux_engines_3_circulating_consumption,aux_engines_total_operating_hours,aux_engines_total_mass_hfo,aux_engines_total_mass_lfo,aux_engines_total_mass_mgo,aux_engine_sulphur_content_avg,cargo_cooling_operating_hours_ae,cargo_cooling_fuel_consumption_ae,boilers_1_operating_hours,boilers_total_operating_hours,boilers_total_mass_hfo,boilers_total_mass_lfo,boilers_total_mass_mgo,boiler_sulphur_content_avg,gas_combustion_units_1_operating_hours,gas_combustion_units_1_mass_mgo,compressors_1_operating_hours,compressors_1_avg_power,compressors_1_mass_lfo,compressors_1_mass_mgo,compressors_2_operating_hours,compressors_2_avg_power,compressors_3_operating_hours,compressors_3_avg_power,unknown_1_operating_hours,unknown_1_mass_mgo,unknown_1_mass_lfo,unknown_1_mass_hfo,re_liquefaction_plant_1_operating_hours,re_liquefaction_plant_2_operating_hours,re_liquefaction_plant_3_operating_hours,re_liquefaction_plant_total_quantity,liquid_fresh_water_remaining,liquid_fresh_water_consumed,liquid_fresh_water_produced,liquid_fresh_water_operating_hours,fuel_rob_mass_hfo,fuel_rob_mass_lfo,fuel_rob_mass_mdo,fuel_rob_mass_mgo,me_cylinder_oil_rob,me_circulating_oil_rob,ae_circulating_oil_rob,draft_aft,draft_fore,trim,cargo_dwt,transverse_metacentric_height,cargo_total_mass,cargo_volume,bunkering_1_fuel_type,bunkering_1_bdn_number,bunkering_1_mass_change_bdn,bunkering_1_mass_change,bunkering_1_grade,bunkering_1_density,bunkering_1_viscosity,bunkering_1_sulphur,bunkering_1_calorific_value,bunkering_2_fuel_type,bunkering_2_bdn_number,bunkering_2_mass_change_bdn,bunkering_2_mass_change,bunkering_2_grade,bunkering_2_density,bunkering_2_viscosity,bunkering_2_sulphur,bunkering_2_calorific_value,bunkering_3_fuel_type,bunkering_3_bdn_number,bunkering_3_mass_change_bdn,bunkering_3_mass_change,bunkering_3_grade,bunkering_3_density,bunkering_3_viscosity,bunkering_3_sulphur,leg_type,leg_purpose,leg_number,instructions,eta_pilot,rta_pilot,vessel_status,performance_data_status,comment,leggingProblems,actions
"report_position_in_port","In port","2023-09-01 12:00 +08:00","2023-09-01 04:00","null","2","2.5.773","Desktop","20:00","32° 00.00' N 120° 27.00' E","46","CNQZH","CNZJG","","0","","0","","","","","0","0.41952","0.4017946","","","","","","","","","","","","","6.187932","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","20:00","850","","17:00","850","","37:00","","","7.1","","","","17:00","17:00","","","1.4","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","186.20000000000002","68437","37894.8","10074.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Port","berth","vessel in port","",""
"report_position","At sea","2024-04-08 12:00 +05:00","2024-04-08 07:00","null","3","2.6.925","Desktop","24:00","15° 15.95' S 68° 22.08' E","V03","CNRPG","USHOU","231","15.916666666666666","16","382","384","10523","5.847035568090077","5.354088110331387","87.4","15.83026","15.63314","15","135","1","2","135","0.1","0","29","27","1013","","1.025","12.8765","1.94411","0.2013819","0.1972416","24:00","24:00","8200","192","0","","35","","","24:00","24:00","650","90","00:00","0","","04:00","650","50","28:00","4.4","","","","","","00:00","00:00","","","","","00:00","","02:00","350","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1580.2","0","0","314.29999999999995","59095","38699.99","8750.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-05 12:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-09 12:00 +04:00","2024-04-09 08:00","null","3","2.6.925","Desktop","25:00","19° 10.32' S 62° 57.48' E","V03","CNRPG","USHOU","223","15.6","16.12","390","403","10133","2.9452300640419873","-0.28992893382327994","83.1","15.6172","15.45972","15","135","0.5","2","135","0.5","45","30","27","1014","","1.025","10.06315","1.800432","0.1499932","0.1465923","25:00","25:00","7762","194","0","","35.1","","","25:00","25:00","686","","06:00","678","","09:00","600","","40:00","6.7","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","14:00","425","00:00","","","","","","","","52.01","","","","1538.4","0","0","314.20000000000005","58901","38699.99","8750.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-05 12:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour.","",""
"report_position","At sea","2024-04-10 12:00 +04:00","2024-04-10 08:00","null","4","2.6.925","Desktop","24:00","22° 30.33' S 57° 40.07' E","V03","CNRPG","USHOU","237","15","16","360","384","9773","9.929739773986968","3.9250557589194335","86.1","14.96201","14.94469","10","135","0.5","2","135","1","45","27","25","1016","","1.025","6.720675","1.705211","0.0080646","0.0129812","24:00","24:00","8500","193","0","","34.5","","","24:00","24:00","700","","04:00","785","0","00:00","0","","28:00","5.1","","","","","","00:00","00:00","","","","","00:00","","03:00","387.5","","","00:00","0","03:00","387.5","00:00","","","","","","","","52.01","","","","1498.8","0","0","314.1","58708","38699.99","8750.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-05 12:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-11 12:00 +03:00","2024-04-11 09:00","null","3","2.6.925","Desktop","25:00","25° 41.23' S 51° 36.12' E","V03","CNRPG","USHOU","241","15.32","15.84","383","396","9390","3.877542967926423","0.6149008232346308","82.4","15.34979","15.4584","20","0","1","2.5","135","0.5","45","25","25","1012","","1.025","16.50578","2.198447","-0.1045199","-0.0941857","25:00","25:00","8200","190","500","","35.2","","","25:00","25:00","700","50","05:00","750","","00:00","0","","30:00","5.3","","","","","","00:00","00:00","","","","","00:00","","05:00","387.5","","","00:00","0","05:00","387.5","00:00","","","","","","","","52.01","","","","1458.3","0","0","314","58518","38199.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-05 12:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour.","",""
"report_position","At sea","2024-04-12 12:00 +03:00","2024-04-12 09:00","null","3","2.6.925","Desktop","24:00","27° 59.02' S 46° 38.87' E","V03","CNRPG","USHOU","244","12.458333333333334","13","299","312","9091","16.13282073812005","12.486421639777443","76.8","12.48291","12.71461","19","225","1.5","4","180","0.5","45","23","20","1015","","1.025","18.30158","3.425565","-0.2348445","-0.2270686","24:00","24:00","7000","160","500","","30","","","24:00","24:00","630","0","00:00","0","","00:00","0","","24:00","3.9","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1424.4","0","0","313.9","58358","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","ETA amended due to bad weather encountered.","",""
"report_position","At sea","2024-04-13 12:00 +02:00","2024-04-13 10:00","null","3","2.6.925","Desktop","25:00","28° 54.83' S 41° 22.50' E","V03","CNRPG","USHOU","250","11.32","11.84","283","296","8818","21.862786586734266","18.273444627821","74.9","11.47032","11.83295","27","225","2","6","225","0.5","90","22","20","1018","","1.025","17.33084","5.129481","-0.394725","-0.3787554","25:00","25:00","6500","159","0","","28.5","","","25:00","25:00","650","","04:00","750","","00:00","0","","29:00","4.8","","","","","","00:00","00:00","","","","","00:00","","03:00","410","","","04:00","410","03:00","410","00:00","","","","","","","","52.01","","","","1391.1","0","0","313.79999999999995","58199","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. Route amended due to rough weather, DTG amended.","",""
"report_position","At sea","2024-04-14 12:00 +02:00","2024-04-14 10:00","null","4","2.6.925","Desktop","24:00","30° 49.40' S 36° 02.28' E","V03","CNRPG","USHOU","241","12.583333333333334","13.125","302","315","8516","15.511366506174745","11.87443857432134","77","12.59609","12.35519","26","225","1.5","5","225","0.5","90","22","19","1022","","1.025","13.58382","4.093029","0.2256697","0.2097147","24:00","24:00","6850","166","0","","29","","","24:00","23:00","650","0","04:00","750","0","00:00","0","","27:00","4.6","","","","","","00:00","00:00","","","","","00:00","","02:00","403.55","","","03:00","403.56666666666666","02:00","403.55","00:00","","","","","","","","52.01","","","","1357.5","0","0","313.70000000000005","58033","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","Vessel encountered rough weather. ","",""
"report_position","At sea","2024-04-15 12:00 +02:00","2024-04-15 10:00","null","3","2.6.925","Desktop","24:00","33° 27.87' S 29° 40.93' E","V03","CNRPG","USHOU","244","15","15.5","360","372","8156","7.347079982560071","4.258649315312074","83.7","15.05581","14.7911","19","180","1","4","180","0.5","45","21","20","1023","","1.025","11.93518","2.510282","0.2369692","0.2559641","24:00","24:00","8000","190","0","","33.8","","","24:00","00:00","0","","24:00","620","","00:00","0","","24:00","3.9","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1319.8","0","0","313.6","57843","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-16 12:00 +01:00","2024-04-16 11:00","null","5","2.6.925","Desktop","25:00","34° 50.38' S 21° 30.73' E","V03","CNRPG","USHOU","255","16.76","16.2","419","405","7737","-2.7873689486001902","0.6470538802313197","84.3","16.89144","16.07682","19","90","0.5","2","90","0.5","180","22","21","1020","","1.025","20.44252","2.166833","0.8328411","0.8381458","25:00","25:00","7885","193","0","","35.1","","","25:00","03:00","500","0","22:00","680","0","03:00","717","","28:00","4.3","","","","","","00:00","00:00","","","","","00:00","","03:00","365.6666666666667","","","02:00","365.65","03:00","365.6666666666667","00:00","","","","","","","","52.01","","","","1280.4","0","0","313.5","57650","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour.","",""
"report_position","At sea","2024-04-17 12:00 +01:00","2024-04-17 11:00","null","4","2.6.925","Desktop","24:00","34° 02.17' S 14° 06.83' E","V03","CNRPG","USHOU","288","15.708333333333334","15.708333333333334","377","377","7360","2.035463548508404","2.035463548508404","82.9","15.74554","14.97149","19","45","1","2","90","0.1","0","19","18","1016","","1.025","7.707101","1.624909","0.7495467","0.7543634","24:00","24:00","7600","191","0","","32.2","","","24:00","24:00","650","0","00:00","0","","03:00","740","0","27:00","4.6","","","","","","00:00","00:00","","","","","00:00","","03:00","347.23333333333335","","","03:00","347.23333333333335","03:00","347.23333333333335","00:00","","","","","","","","52.01","","","","1243.6","0","0","313.4","57459","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-18 12:00 +00:00","2024-04-18 12:00","null","3","2.6.925","Desktop","25:00","31° 42.13' S 6° 52.27' E","V03","CNRPG","USHOU","296","15.64","16.12","391","403","6969","3.1624968451975635","0.19050186346449624","83.5","15.68621","15.57449","10","0","0.5","1.5","45","0.5","135","20","19","1019","","1.025","5.746423","1.706262","0.0861381","0.0825768","25:00","25:00","7920","194","0","","34","","","25:00","25:00","600","0","00:00","0","","00:00","0","","25:00","3.7","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1205.9","0","0","313.29999999999995","57265","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 06:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. ","",""
"report_position","At sea","2024-04-19 12:00 +00:00","2024-04-19 12:00","null","3","2.6.925","Desktop","24:00","28° 58.18' S 0° 49.43' E","V03","CNRPG","USHOU","299","14.75","15.75","354","378","6615","6.88890620225405","0.5762896735933078","81.9","14.76459","15.06635","26","0","1.5","3","225","1","135","23","22","1012","","1.025","15.24852","2.081438","-0.2626939","-0.2639391","24:00","24:00","7900","183","0","","31.5","","","24:00","04:00","620","0","01:00","620","","19:00","620","","24:00","3.8","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1170.6","0","0","313.20000000000005","57082","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 09:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-20 12:00 +00:00","2024-04-20 12:00","null","3","2.6.925","Desktop","24:00","26° 26.57' S 2° 46.48' W","V03","CNRPG","USHOU","315","10.291666666666666","11.291666666666666","247","271","6368","25.269303872169502","18.008021657319574","71.2","10.32796","10.49479","30","315","1.5","4","270","1","135","22","20","1010","","1.025","24.47186","4.197726","-0.1311589","-0.1441197","24:00","24:00","5300","147","","","24.3","","","24:00","03:00","719","0","23:00","620","","02:00","735","0","28:00","4.3","","","","","","00:00","00:00","","","","","00:00","","03:00","430","","","04:00","430","03:00","430","00:00","","","","","","","","52.01","","","","1142","0","0","313.1","56935","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 12:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-21 12:00 -01:00","2024-04-21 13:00","null","5","2.6.925","Desktop","25:00","23° 01.38' S 7° 59.28' W","V03","CNRPG","USHOU","301","14.2","15.16","355","379","6013","9.364854685162097","3.2374082413420697","81","14.17354","14.11526","27","225","1.5","3.5","225","1","135","21","20","1017","","1.025","12.70579","3.15359","-0.0018787","-0.0064048","25:00","25:00","7400","194","0","","31","","","25:00","25:00","650","0","04:00","740","0","00:00","0","","29:00","4.5","","","","","","00:00","00:00","","","","","00:00","","04:00","325","","","04:00","325","04:00","325","00:00","","","","","","","","52.01","","","","1106.5","0","0","313","56741","37699.99","8700.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 14:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. ","",""
"report_position","At sea","2024-04-22 12:00 -01:00","2024-04-22 13:00","null","3","2.6.925","Desktop","24:00","19° 38.20' S 13° 33.90' W","V03","CNRPG","USHOU","302","15.5","16","372","384","5641","4.8271846519194845","1.757093834239468","84.2","15.52087","15.36959","15","180","1","2.5","180","0.5","135","23","20","1018","","1.025","6.437419","2.187565","0.1457099","0.1464534","24:00","24:00","7900","194","0","","31.3","","","24:00","18:00","600","50","06:00","600","0","01:00","700","0","25:00","3.7","","","","","","00:00","00:00","","","","","00:00","","01:30","333.3333333333333","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1071.5","0","0","312.9","56547","37699.99","8650.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 14:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-23 12:00 -01:00","2024-04-23 13:00","null","3","2.6.925","Desktop","24:00","16° 02.63' S 19° 04.48' W","V03","CNRPG","USHOU","305","16","16","384","384","5259","1.6402770611529514","1.6402770611529514","84.1","15.90627","15.78543","17","180","1","2","180","0.1","0","27","25","1018","","1.025","13.61774","2.16787","0.1151833","0.1152749","24:00","24:00","8100","190","","","32","","","24:00","00:00","0","","24:00","580","","00:00","0","","24:00","3.7","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","1035.8","0","0","312.79999999999995","56357","37699.99","8650.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-24 12:00 -01:00","2024-04-24 13:00","null","5","2.6.925","Desktop","24:00","12° 14.35' S 24° 25.27' W","V03","CNRPG","USHOU","306","16.083333333333332","16","386","384","4871","2.518917855039316","3.024001182215278","85.3","16.21231","15.91886","18","135","0.5","2","180","0.1","0","31","28","1016","","1.025","15.78726","2.199572","0.3037839","0.3009074","24:00","24:00","8150","199","0","","32","","","24:00","22:00","600","","05:00","775","","01:00","850","","28:00","4.4","","","","","","00:00","00:00","","","","","00:00","","03:00","403.1333333333333","","","02:00","403.15","03:00","403.1333333333333","00:00","","","","","","","","52.01","","","","999.4","0","0","312.70000000000005","56158","37699.99","8650.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-25 12:00 -02:00","2024-04-25 14:00","null","3","2.6.925","Desktop","25:00","8° 09.00' S 29° 52.78' W","V03","CNRPG","USHOU","307","16.2","16.16","405","404","4466","1.9267756686592534","2.168931778119354","85.4","16.24916","16.23106","17","135","1","1.5","180","0.1","0","31","28","1013","","1.025","16.50137","2.058904","0.0365207","0.039627","25:00","25:00","8200","200","0","","34.1","","","25:00","25:00","680","","04:00","790","80","00:00","0","","29:00","4.9","","","","","","00:00","00:00","","","","","00:00","","04:00","391.65","","","04:00","391.675","04:00","391.675","00:00","","","","","","","","52.01","","","","960.4","0","0","312.6","55958","37699.99","8570.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. ","",""
"report_position","At sea","2024-04-26 12:00 -02:00","2024-04-26 14:00","null","3","2.6.925","Desktop","24:00","4° 23.23' S 35° 11.28' W","V03","CNRPG","USHOU","284","16.291666666666668","16.25","391","390","4075","1.0241442246131578","1.2772794056243773","85.1","16.37168","16.3094","18","135","1","1.5","135","0.1","0","29","27","1014","","1.025","17.33908","1.985169","0.1243853","0.1275392","24:00","24:00","8070","190","","","33.5","","","24:00","24:00","610","0","00:00","0","","00:00","0","","24:00","4.1","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","922.8","0","0","312.5","55768","37699.99","8570.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-27 12:00 -03:00","2024-04-27 15:00","null","3","2.6.925","Desktop","25:00","0° 53.27' S 41° 42.85' W","V03","CNRPG","USHOU","297","17.8","16.32","445","408","3630","-9.036239666021368","0.0296948680073753","84.4","17.92656","15.81237","10","45","0.5","1.5","90","1.5","270","29","27","1012","","1.025","13.31921","1.238515","2.118205","2.117867","25:00","25:00","7800","196","900","","34","","","25:00","17:00","620","","08:00","620","","00:00","0","","25:00","4.1","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","884.7","0","0","312.4","55572","36799.99","8570.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. ","",""
"report_position","At sea","2024-04-28 12:00 -03:00","2024-04-28 15:00","null","3","2.6.925","Desktop","24:00","2° 51.53' N 47° 07.63' W","V03","CNRPG","USHOU","309","16.583333333333332","16.041666666666668","398","385","3232","-1.9457545043258473","1.3841319493330373","84.1","16.54926","15.64253","14","180","0.5","1","180","0.5","270","29","27","1013","","1.025","5.485659","1.322487","0.9098559","0.9117298","24:00","24:00","7800","185","0","","32.9","","","24:00","05:00","785","","23:00","670","","00:00","0","","28:00","4.6","","","","","","00:00","00:00","","","","","00:00","","04:00","416.675","","","04:00","416.675","04:00","416.675","00:00","","","","","","","","52.01","","","","847.2","0","0","312.29999999999995","55387","36799.99","8570.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-29 12:00 -03:00","2024-04-29 15:00","null","3","2.6.925","Desktop","24:00","6° 53.62' N 52° 29.13' W","V03","CNRPG","USHOU","304","16.791666666666668","16.291666666666668","403","391","2829","-4.343112660265357","-1.2361217125651476","83.2","16.72063","15.88853","14","45","1","1.5","45","0.5","270","32","28","1013","","1.025","10.93471","1.36135","0.8334337","0.8354027","24:00","24:00","7850","182","","","33","","","24:00","04:00","785","0","04:00","620","","00:00","0","","08:00","4.6","","","","","","00:00","00:00","","","","","00:00","","04:00","437.5","","","04:00","437.5","00:00","0","00:00","","","","","","","","52.01","","","","809.6","0","0","312.20000000000005","55205","36799.99","8570.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-04-30 12:00 -04:00","2024-04-30 16:00","null","3","2.6.925","Desktop","25:00","10° 35.98' N 58° 36.62' W","V03","CNRPG","USHOU","300","17.12","16.32","428","408","2401","-4.008183173889887","0.8520123015255285","85.1","17.04569","16.28132","14","45","0.5","1.5","45","0.8","315","34","30","1014","","1.025","13.95436","1.26403","0.7659113","0.7612739","25:00","25:00","8100","197","100","","35","","","25:00","00:00","0","50","25:00","620","20","01:00","620","","26:00","4.1","","","","","","00:00","00:00","","","","","00:00","","01:00","300","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","770.5","0","0","312.1","55008","36699.99","8500.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour. ","",""
"report_position","At sea","2024-05-01 12:00 -04:00","2024-05-01 16:00","null","3","2.6.925","Desktop","24:00","13° 16.23' N 64° 25.33' W","V03","CNRPG","USHOU","294","16.5","16.5","396","396","2005","-0.5961597406331862","-0.5961597406331862","84.8","16.42557","15.46282","16","90","1","1","45","0.1","0","32","29","1014","","1.025","14.54927","1.140029","0.9311889","0.9206471","24:00","24:00","7800","190","0","","33","","","24:00","00:00","0","","24:00","600","","00:00","0","","24:00","3.9","","","","","","00:00","00:00","","","","","00:00","","00:00","0","","","00:00","0","00:00","0","00:00","","","","","","","","52.01","","","","733.6","0","0","312","54818","36699.99","8500.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-05-02 12:00 -05:00","2024-05-02 17:00","null","4","2.6.925","Desktop","25:00","16° 01.93' N 70° 49.77' W","V03","CNRPG","USHOU","294","16.4","16.4","410","410","1595","0.24877627487102696","0.24877627487102696","85","16.3058","16.30651","16","90","1","1","0","0.1","0","33","30","1013","","1.025","16.37796","1.480071","-0.0135253","-0.012848","25:00","25:00","8100","195","500","","35.5","","","25:00","03:00","805","","25:00","650","50","00:00","0","","28:00","5.2","","","","","","00:00","00:00","","","","","00:00","","04:00","402.075","","","04:00","402.075","04:00","402.075","00:00","","","","","","","","52.01","","","","692.9","0","0","311.9","54623","36199.99","8450.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 20:00 -05:00","","Sailing (no stop since last report)","sea","Ship's clock retard by 1 hour.","",""
"report_position","At sea","2024-05-03 12:00 -05:00","2024-05-03 17:00","null","5","2.6.925","Desktop","24:00","18° 43.53' N 76° 56.68' W","V03","CNRPG","USHOU","283","16.166666666666668","16.166666666666668","388","388","1207","1.7835497676468164","1.7835497676468164","85.1","16.09418","16.23574","16","90","1","1","90","0.1","0","31","28","1012","","1.025","10.33391","1.316209","-0.1459309","-0.1440679","24:00","24:00","7900","186","0","","33.2","","","24:00","24:00","785","0","24:00","800","0","00:00","0","","48:00","8.7","","","","","","00:00","00:00","","","","","00:00","","24:00","318.0541666666667","","","24:00","318.0541666666667","24:00","318.0541666666667","00:00","","","","","","","","52.01","","","","651","0","0","311.79999999999995","54437","36199.99","8450.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 18:00 -05:00","","Sailing (no stop since last report)","sea","","",""
"report_position","At sea","2024-05-04 12:00 -05:00","2024-05-04 17:00","null","4","2.6.925","Desktop","24:00","20° 46.47' N 83° 27.03' W","V03","CNRPG","USHOU","289","16.375","16.333333333333332","393","392","814","-1.0254049438368715","-0.7683428447431391","83.8","16.28024","16.31814","15","90","1","1","90","0.1","0","34","30","1013","","1.025","14.56983","1.063686","-0.0219172","-0.0202909","24:00","24:00","7900","190","0","","33.2","","","24:00","04:00","783","0","23:00","650","70","00:00","0","","27:00","4.1","","","","","","00:00","00:00","","","","","00:00","","01:00","212.5","","","01:00","212.5","02:00","212.5","00:00","","","","","","","","52.01","","","","613.7","0","0","311.70000000000005","54247","36199.99","8380.01","8.4","6.1","2.3","21470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2024-05-06 18:00 -05:00","","Sailing (no stop since last report)","sea","","",""
